Unnamed: 0,reactant_type,reactant_subtype,reactant_smiles,shadow_smiles
4451,alkyl,alkyl,COc1ccc(CCC(=O)C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COc1ccc(CCC(=O)C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
4452,carbonyl,ald,CC(=O)OC[C@H]1O[C@@H](Oc2ccc(C=O)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](Oc2ccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O
4453,carbonyl,keto,COC(=O)C1=C(C)C(=O)CC1,COC(=O)C1=C(C)C(=O)CC1
4454,alkyl,alkyl,C(c1nc2ccccc2o1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,C(c1nc2ccccc2o1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4455,carbonyl,ald,COc1ccc(-c2ccc(OC)cc2COC2CCCCO2)c(C=O)c1,COc1ccc(-c2ccc(OC)cc2COC2CCCCO2)c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1
4456,carbonyl,ald,O=Cc1ccnc(Br)c1,Brc1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)ccn1
4457,carbonyl,keto,O=C1CC2C=CC1C2,O=C1CC2C=CC1C2
4458,carbonyl,keto,C=CCCCC1CCCCC1=O,C=CCCCC1CCCCC1=O
4459,alkyl,alkyl,CC(C)c1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CC(C)c1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
4460,carbonyl,keto,O=C1C2CCC1CC2,O=C1C2CCC1CC2
4461,carbonyl,ald,O=CC[C@@H](C/C=C/C(=O)c1ccccc1)c1ccccc1Cl,O=C(/C=C/C[C@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)c1ccccc1Cl)c1ccccc1
4462,alkyl,alkyl,Brc1ccc2c(c1)C(=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1cc(Br)ccc1-2,Brc1ccc2c(c1)C(=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)c1cc(Br)ccc1-2
4463,alkyl,alkyl,C(c1cc(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c1-c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,C(c1cc(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)c1-c1ccccc1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4464,alkyl,alkyl,O=CC(c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,O=CC(c1ccccc1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4465,carbonyl,keto,O=C(c1cccc(Cl)c1)c1cccc(Cl)c1,O=C(c1cccc(Cl)c1)c1cccc(Cl)c1
4466,carbonyl,ald,CC(=C\C=C\C=C(C)\C=C\C=O)/C=C/C=O,CC(/C=C/C=O)=C\C=C\C=C(C)\C=C\C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4467,carbonyl,keto,Cc1ccc(S(=O)(=O)N2CCC3CCC(=O)C2C3)cc1,Cc1ccc(S(=O)(=O)N2CCC3CCC(=O)C2C3)cc1
4468,carbonyl,ald,O=CCOC(=O)/C=C/C(=O)c1ccc(Br)cc1,O=C(/C=C/C(=O)c1ccc(Br)cc1)OCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4469,carbonyl,ald,CCCCc1c(C=O)ccc(OC)c1F,CCCCc1c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)ccc(OC)c1F
4470,carbonyl,ald,CC1(C)O[C@@H]([C@H](O)CO[C@H]2O[C@H](CO[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)[C@@H](C=O)O1,CC1(C)O[C@@H]([C@H](O)CO[C@H]2O[C@H](CO[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)[C@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)[C@@H](C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)O1
4471,carbonyl,ald,C[C@@H]([C@@H]1OC(C)(C)OC[C@H]1C)[C@H](CC=O)O[Si](C)(C)C(C)(C)C,C[C@@H]([C@@H]1OC(C)(C)OC[C@H]1C)[C@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)O[SiH3]
4472,carbonyl,ald,C=Cc1ccccc1C=O,C=Cc1ccccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4473,carbonyl,keto,CCC(=O)CCc1ccccc1O,CCC(=O)CCc1ccccc1O
4474,carbonyl,keto,COC(=O)c1ccc(C(=O)c2cc3c(cc2C)C(C)(C)CCC3(C)C)cc1F,COC(=O)c1ccc(C(=O)c2cc3c(cc2C)C(C)(C)CCC3(C)C)cc1F
4475,alkyl,alkyl,CCCCCc1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCCCCc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
4476,carbonyl,ald,O=Cc1ccccc1C#CCOCc1ccccc1,C(#Cc1ccccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)COCc1ccccc1
4477,carbonyl,ald,O=Cc1c(Cl)cccc1[N+](=O)[O-],O=[N+]([O-])c1cccc(Cl)c1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4478,carbonyl,ald,O=Cc1ccc(I)cc1,Ic1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
4479,carbonyl,ald,O=Cc1ccc2c(c1)Sc1ccccc1O2,C(c1ccc2c(c1)Sc1ccccc1O2)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4480,carbonyl,keto,Cc1ccc(C(=O)COC2CCCCO2)cc1C,Cc1ccc(C(=O)COC2CCCCO2)cc1C
4481,carbonyl,ald,COc1cc(N(C)C)c(OC)cc1/C=C/c1ccc(C=O)cc1,COc1cc(N(C)C)c(OC)cc1/C=C/c1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
4482,carbonyl,keto,CCC(=O)c1ccccn1,CCC(=O)c1ccccn1
4483,carbonyl,ald,CC[C@@H]1NC(=O)[C@H]([C@H](OC(C)=O)[C@H](C)CC=O)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C1=O,CC[C@@H]1NC(=O)[C@H]([C@H](OC(C)=O)[C@H](C)CC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C1=O
4484,carbonyl,keto,C=CC[C@H]1CCC[C@@H](CCC#N)C1=O,C=CC[C@H]1CCC[C@@H](CCC#N)C1=O
4485,carbonyl,keto,O=C1CCN(C(=O)OCc2ccccc2)C(c2ccc(F)c(F)c2)C1,O=C1CCN(C(=O)OCc2ccccc2)C(c2ccc(F)c(F)c2)C1
4486,carbonyl,ald,COc1ccc(CCCC=O)cc1,COc1ccc(CCCC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
4487,carbonyl,ald,CCOC(=O)[C@@H]1[C@H]2CN(Cc3cc4c(cc32)OCO4)[C@H]1CC=O,CCOC(=O)[C@@H]1[C@H]2CN(Cc3cc4c(cc32)OCO4)[C@H]1CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4488,carbonyl,keto,CCOC(=O)c1c(C(=O)c2ccccc2)c2cc(Br)ccc2n1C(=O)OC(C)(C)C,CCOC(=O)c1c(C(=O)c2ccccc2)c2cc(Br)ccc2n1C(=O)OC(C)(C)C
4489,carbonyl,keto,CCOC(=O)/C=C/c1ccccc1C(=O)c1ccccc1,CCOC(=O)/C=C/c1ccccc1C(=O)c1ccccc1
4490,alkyl,alkyl,O=C(NCC=P(c1ccccc1)(c1ccccc1)c1ccccc1)C(F)(F)F,O=C(NCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)C(F)(F)F
4491,carbonyl,keto,Cc1cc2c(cc1C(=O)c1ccc(S(=O)(=O)OCC(C)C)cc1)C(C)(C)CCC2(C)C,Cc1cc2c(cc1C(=O)c1ccc(S(=O)(=O)OCC(C)C)cc1)C(C)(C)CCC2(C)C
4492,carbonyl,ald,O=Cc1cccn1Cc1ccsc1Br,Brc1sccc1Cn1cccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4493,alkyl,alkyl,Clc1cccc(Cl)c1C=P(c1ccccc1)(c1ccccc1)c1ccccc1,Clc1cccc(Cl)c1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4494,carbonyl,keto,CC(=O)O[C@H]1C(=O)[C@@H]2C[C@H](OC(C)(C)C)[C@@]1(C)C[C@@H]2O[Si](C)(C)C(C)(C)C,CC(=O)O[C@H]1C(=O)[C@@H]2C[C@H](OC(C)(C)C)[C@@]1(C)C[C@@H]2O[Si](C)(C)C(C)(C)C
4495,carbonyl,ald,COC(=O)C[C@H](C)C[C@H](C)C=O,COC(=O)C[C@H](C)C[C@H](C)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4496,carbonyl,ald,CC/C=C\C/C=C\C/C=C\CCCCCCCCC=O,CC/C=C\C/C=C\C/C=C\CCCCCCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4497,carbonyl,ald,C[C@H](CCC#CCCC[C@@H](C)CCOCc1ccccc1)CCC=O,C[C@H](CCC#CCCC[C@@H](C)CCOCc1ccccc1)CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4498,carbonyl,ald,COC(=O)c1c(F)cccc1C=O,COC(=O)c1c(F)cccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4499,carbonyl,ald,CC(C)C[C@H](N)C(=O)OCC1CC(C=O)=NO1,CC(C)C[C@H](N)C(=O)OCC1CC(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)=NO1
4500,carbonyl,keto,CN1C(=O)C(=O)c2cc(F)ccc21,CN1C(=O)C(=O)c2cc(F)ccc21
4501,carbonyl,ald,O=CCCC1CCCC1,C(CCC1CCCC1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4502,alkyl,alkyl,Brc1ncccc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1,Brc1ncccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4503,carbonyl,ald,O=Cc1cccc(-c2cc(F)cc(F)c2)c1,Fc1cc(F)cc(-c2cccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c2)c1
4504,carbonyl,ald,O=Cc1c[nH]c2cc(Cl)c(F)cc12,Fc1cc2c(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c[nH]c2cc1Cl
4505,carbonyl,ald,COC(=O)c1cc(C=O)oc1C,COC(=O)c1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)oc1C
4506,carbonyl,ald,COc1ccc(CO[C@@H]2[C@@H](C=O)OC=C[C@H]2OCc2ccc(OC)cc2)cc1,COc1ccc(CO[C@@H]2[C@@H](C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)OC=C[C@H]2OCc2ccc(OC)cc2)cc1
4507,carbonyl,ald,CCCCCCCCC1(CCCCCCCC)c2cc(C=O)ccc2-c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,CCCCCCCCC1(CCCCCCCC)c2cc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)ccc2-c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21
4508,carbonyl,ald,O=Cc1cccc(F)c1,Fc1cccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1
4509,carbonyl,ester,O=C1OC(=O)c2ccccc21,O=C1OC(=O)c2ccccc21
4510,carbonyl,ald,COc1ccc(C=O)c(OS(C)(=O)=O)c1O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,COc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(OS(C)(=O)=O)c1O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
4511,alkyl,alkyl,C=CCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1,C=CCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4512,alkyl,alkyl,CCCOC(=O)C(C)=P(c1ccccc1)(c1ccccc1)c1ccccc1,CCCOC(=O)C(C)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4513,carbonyl,ald,Cc1ccccc1[C@@H]1O[C@H]1C=O,Cc1ccccc1[C@@H]1O[C@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4514,alkyl,alkyl,CCOC(=O)C([C@@H](C[N+](=O)[O-])c1ccc(Br)cc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,CCOC(=O)C([C@@H](C[N+](=O)[O-])c1ccc(Br)cc1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4515,carbonyl,ald,CCCCCCCCCCC=C[C@@H]1OC(C)(C)O[C@H]1C=O,CCCCCCCCCCC=C[C@@H]1OC(C)(C)O[C@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4516,carbonyl,ald,CC(C)(C)[Si](C)(C)OCC[C@@H](C=O)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC(C)(C)[Si](O[C@H](C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)CCO[SiH3])(c1ccccc1)c1ccccc1
4517,carbonyl,ald,O=Cc1ccc(F)c(Cl)c1,Fc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1Cl
4518,carbonyl,keto,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2
4519,alkyl,alkyl,CCC[C@H]1CC[C@H](c2ccc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)CC1,CCC[C@H]1CC[C@H](c2ccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)cc2)CC1
4520,carbonyl,ald,C[C@H]1O[C@@H]1C=O,C[C@H]1O[C@@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4521,carbonyl,ald,O=Cc1cnc(-c2ccccc2)[nH]1,C(c1cnc(-c2ccccc2)[nH]1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4522,carbonyl,keto,O=C(C#Cc1ccccc1)c1ccccc1,O=C(C#Cc1ccccc1)c1ccccc1
4523,carbonyl,keto,O=C(COC1CCCCO1)c1ccc(Br)cc1,O=C(COC1CCCCO1)c1ccc(Br)cc1
4524,carbonyl,ald,CCCCN(CCCC)c1ccsc1C=O,CCCCN(CCCC)c1ccsc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4525,carbonyl,ald,CC(C)(C)OC(=O)C(C)(C)[C@@H](CC=O)N[S@@](=O)C(C)(C)C,CC(C)(C)OC(=O)C(C)(C)[C@@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)N[S@@](=O)C(C)(C)C
4526,carbonyl,ald,CC(C)(C)[C@@H](CC=O)Nc1nc(Cl)ncc1F,CC(C)(C)[C@@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)Nc1nc(Cl)ncc1F
4527,carbonyl,ald,COc1c(C)c2c3c(c1OC)[C@@H](C)CC[C@@H]3[C@@H](C)C[C@H]2C=O,COc1c(C)c2c3c(c1OC)[C@@H](C)CC[C@@H]3[C@@H](C)C[C@H]2C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4528,carbonyl,keto,C[C@]12CCC3(C[C@@H]1C(=O)C[C@@H]1[C@@H]2C2(OCCO2)C(F)[C@@]2(C)[C@H]1CCC21OCCO1)OCCO3,C[C@]12CCC3(C[C@@H]1C(=O)C[C@@H]1[C@@H]2C2(OCCO2)C(F)[C@@]2(C)[C@H]1CCC21OCCO1)OCCO3
4529,carbonyl,ald,CC(C)(C)OC(=O)N1CCOC[C@@H]1C=O,CC(C)(C)OC(=O)N1CCOC[C@@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4530,carbonyl,keto,O=C1CCCc2cc3c(cnn3-c3ccc(F)cc3)cc21,O=C1CCCc2cc3c(cnn3-c3ccc(F)cc3)cc21
4531,carbonyl,ald,O=Cc1c[nH]c2c(Br)cccc12,Brc1cccc2c(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c[nH]c12
4532,alkyl,alkyl,CCCSC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,CCCSC(=O)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4533,carbonyl,keto,CC(C)(C)OC(=O)N1CC(=O)C1,CC(C)(C)OC(=O)N1CC(=O)C1
4534,alkyl,alkyl,Brc1ccc(Br)c(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)n1,Brc1ccc(Br)c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)n1
4535,carbonyl,ald,COc1ccc(-c2oc3ccc(C=O)cc3c2-c2cc(OC)cc(OC)c2)cc1,COc1ccc(-c2oc3ccc(C=P(c4ccccc4)(c4ccccc4)[Yb]4CCCCC4)cc3c2-c2cc(OC)cc(OC)c2)cc1
4536,carbonyl,ald,COC(=O)CCCC(C=O)OC(=O)c1ccccc1,COC(=O)CCCC(C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)OC(=O)c1ccccc1
4537,carbonyl,ald,CC(C)Cc1ccc(C=O)cc1,CC(C)Cc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
4538,carbonyl,ald,COc1ccc(C=O)c(OC)c1C(C)COC(C)=O,COc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(OC)c1C(C)COC(C)=O
4539,carbonyl,keto,N#Cc1ccc(N2CCC(=O)CC2)cc1,N#Cc1ccc(N2CCC(=O)CC2)cc1
4540,carbonyl,ald,O=Cc1ccc2ccc3cccc4ccc1c2c34,C(c1ccc2ccc3cccc4ccc1c2c34)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4541,carbonyl,ald,O=CCCCC(=O)O,O=C(O)CCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4542,carbonyl,keto,CC(=O)c1ccc(NC(=O)OC(C)(C)C)nc1,CC(=O)c1ccc(NC(=O)OC(C)(C)C)nc1
4543,carbonyl,keto,COC(=O)c1ccc(N2CCC(=O)CC2)cc1Oc1ccccc1,COC(=O)c1ccc(N2CCC(=O)CC2)cc1Oc1ccccc1
4544,alkyl,alkyl,C=CCCC1CCC(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)CC1,C=CCCC1CCC(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)CC1
4545,carbonyl,keto,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
4546,carbonyl,gen,CC1(C)OCC(C)(C)[C@H](C(=O)NC=O)O1,CC1(C)OCC(C)(C)[C@H](C(=O)NC=O)O1
4547,carbonyl,ald,CCCC[Sn](/C=C/C=O)(CCCC)CCCC,CCCC[Sn](/C=C/C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)(CCCC)CCCC
4548,carbonyl,keto,CC(=O)C12CC3CC(CC(C3)C1)C2,CC(=O)C12CC3CC(CC(C3)C1)C2
4549,carbonyl,keto,CC1(C)O[C@H]2O[C@H](COC(=O)C(C)(C)C)C(=O)[C@H]2O1,CC1(C)O[C@H]2O[C@H](COC(=O)C(C)(C)C)C(=O)[C@H]2O1
4550,alkyl,alkyl,OCCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1,OCCCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4551,alkyl,alkyl,CCOC(=O)C(Br)=P(c1ccccc1)(c1ccccc1)c1ccccc1,CCOC(=O)C(Br)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4552,alkyl,alkyl,BrC=P(c1ccccc1)(c1ccccc1)c1ccccc1,BrC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4553,carbonyl,ald,C#Cc1cc2ccc1CCc1ccc(cc1C=O)CC2,C#Cc1cc2ccc1CCc1ccc(cc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)CC2
4554,carbonyl,ald,CCCCC[C@H]1CC[C@H](CCc2ccc(-c3ccc(CCC=O)cc3F)cc2)CC1,CCCCC[C@H]1CC[C@H](CCc2ccc(-c3ccc(CCC=P(c4ccccc4)(c4ccccc4)[Yb]4CCCCC4)cc3F)cc2)CC1
4555,carbonyl,ald,COc1cc(C[C@@H]2CO[C@@H](c3ccc(OCc4ccccc4)c(OC)c3)[C@@H]2C=O)ccc1OCc1ccccc1,COc1cc(C[C@@H]2CO[C@@H](c3ccc(OCc4ccccc4)c(OC)c3)[C@@H]2C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)ccc1OCc1ccccc1
4556,carbonyl,keto,C=CCOC(C(=O)O)c1ccc2c(c1)C(=O)c1ccccc1CO2,C=CCOC(C(=O)O)c1ccc2c(c1)C(=O)c1ccccc1CO2
4557,carbonyl,keto,CC(=O)/C=C/CC[C@@H](OC(C)=O)C1=C[C@H]2OC(C)(C)O[C@H]2O1,CC(=O)/C=C/CC[C@@H](OC(C)=O)C1=C[C@H]2OC(C)(C)O[C@H]2O1
4558,carbonyl,keto,COc1ccc(C(=O)CC/C=C(\C)C)cc1,COc1ccc(C(=O)CC/C=C(\C)C)cc1
4559,carbonyl,ald,O=CC1CCCO1,C(C1CCCO1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4560,carbonyl,ald,CCCCCCCCCCOc1cc(C=O)cc(OCCCCCCCCCC)c1,CCCCCCCCCCOc1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc(OCCCCCCCCCC)c1
4561,carbonyl,ald,O=Cc1nnn(-c2ccc(-c3cccs3)s2)n1,C(c1nnn(-c2ccc(-c3cccs3)s2)n1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4562,carbonyl,ald,O=CC[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1OCc1ccccc1,C(C[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1OCc1ccccc1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4563,carbonyl,ald,CC(=O)Oc1c(C)c(C)c2c(c1C=O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,CC(=O)Oc1c(C)c(C)c2c(c1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
4564,carbonyl,ald,O=Cc1cccc2c1OCCOCCO2,C(c1cccc2c1OCCOCCO2)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4565,carbonyl,keto,O=C1CC(CCl)C1,O=C1CC(CCl)C1
4566,carbonyl,keto,CCO[C@]12C[C@H]3C(=O)CCC[C@@]3(Cc3ccccc31)O2,CCO[C@]12C[C@H]3C(=O)CCC[C@@]3(Cc3ccccc31)O2
4567,alkyl,alkyl,C#CCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1,C#CCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4568,carbonyl,ald,COc1ccc(CO[C@@](C)(CCCCOCc2ccccc2)C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)C=O)cc1,COc1ccc(CO[C@@](C)(CCCCOCc2ccccc2)C[C@H](O[SiH3])[C@@H](C)C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
4569,carbonyl,ald,CC1(C=O)CCC2(CC1)OCCO2,CC1(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)CCC2(CC1)OCCO2
4570,carbonyl,ald,CC/C=C/C=C/C=O,CC/C=C/C=C/C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4571,carbonyl,acylsilane,CC(=O)[Si](C)(C)C,CC(=O)[Si](C)(C)C
4572,alkyl,alkyl,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)CCC[N+](=O)[O-],O=C(C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)CCC[N+](=O)[O-]
4573,carbonyl,ald,COC(=O)c1ccccc1C=O,COC(=O)c1ccccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4574,carbonyl,ald,Cc1ccc(N(c2ccc(C)cc2)c2ccc(/C=C/C=C/C=O)cc2)cc1,Cc1ccc(N(c2ccc(C)cc2)c2ccc(/C=C/C=C/C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)cc2)cc1
4575,carbonyl,keto,COc1cc2oc(C(=O)c3cc(OC)c(OC)c(OC)c3)c(C)c2cc1C#Cc1ccc(F)cc1,COc1cc2oc(C(=O)c3cc(OC)c(OC)c(OC)c3)c(C)c2cc1C#Cc1ccc(F)cc1
4576,alkyl,alkyl,Cc1ccccc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1,Cc1ccccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4577,carbonyl,ald,C/C=C\C=C\C=O,C/C=C\C=C\C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
4578,alkyl,alkyl,CCCCN(CC=P(c1ccccc1)(c1ccccc1)c1ccccc1)CCCC,CCCCN(CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)CCCC
4579,carbonyl,keto,CC1(C)O[C@@H]2CO[C@H](n3ccc(NC(=O)c4ccccc4)nc3=O)C(=O)[C@@H]2O1,CC1(C)O[C@@H]2CO[C@H](n3ccc(NC(=O)c4ccccc4)nc3=O)C(=O)[C@@H]2O1
4580,alkyl,alkyl,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1OCc1ccccc1,O=C(C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)c1ccccc1OCc1ccccc1
4581,alkyl,alkyl,COc1ccc(COCCC/C=C\C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1OC,COc1ccc(COCCC/C=C\C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1OC
